build_id,timestamp,hour,day_of_week,repo_size_mb,num_files,test_count,dependencies,cpu_cores,memory_gb,cache_hit_rate,branch_type,build_time_minutes,status,cost_usd
build_01976,2025-12-28T04:35:17.543926,4,6,2445.26,520,195,45,2,4,0.55,main,386.79,failed,0.4513
build_01977,2025-10-13T13:35:17.543926,13,0,1309.96,1343,2534,62,2,16,0.871,release,2213.02,failed,4.7949
build_01978,2025-10-06T22:35:17.543926,22,0,245.77,84,274,48,4,16,0.87,hotfix,90.07,success,0.2702
build_01979,2025-12-02T12:35:17.543926,12,1,4087.37,153,180,50,4,8,0.561,release,617.5,success,1.4408
build_01980,2025-10-28T06:35:17.543926,6,1,193.98,396,175,69,16,8,0.733,feature,68.12,success,0.4996
build_01981,2025-12-14T11:35:17.543926,11,6,1269.79,2170,657,38,16,4,0.651,feature,433.67,failed,3.0357
build_01982,2025-08-17T15:35:17.543926,15,6,18227.2,271,294,40,2,16,0.819,hotfix,1056.27,success,2.2886
build_01983,2025-09-19T16:35:17.543926,16,4,26146.94,2220,163,40,2,4,0.925,feature,2263.24,failed,2.6404
build_01984,2025-09-13T13:35:17.543926,13,5,4690.15,626,124,46,2,16,0.553,feature,470.51,success,1.0194
build_01985,2025-08-11T22:35:17.543926,22,0,8700.87,1071,435,43,4,8,0.561,feature,695.53,success,1.6229
build_01986,2025-09-12T21:35:17.543926,21,4,1631.92,2228,106,44,2,8,0.716,release,279.27,success,0.4189
build_01987,2025-10-25T15:35:17.543926,15,5,1709.18,347,7,39,2,4,0.979,feature,163.35,failed,0.1906
build_01988,2025-07-30T20:35:17.543926,20,2,345.01,105,151,39,8,8,0.689,main,84.55,success,0.3382
build_01989,2025-11-05T19:35:17.543926,19,2,5845.82,531,228,37,4,8,0.903,feature,396.65,success,0.9255
build_01990,2025-12-03T06:35:17.543926,6,2,311.07,414,314,23,2,8,0.756,release,218.9,success,0.3284
build_01991,2025-11-19T06:35:17.543926,6,2,521.43,265,1841,33,2,8,0.355,release,1879.51,success,2.8193
build_01992,2025-12-21T07:35:17.543926,7,6,62.55,183,68,25,2,4,0.774,feature,47.53,success,0.0555
build_01993,2025-07-27T02:35:17.543926,2,6,621.92,127,307,34,4,8,0.751,main,245.9,success,0.5738
build_01994,2025-07-29T16:35:17.543926,16,1,440.64,315,107,44,4,4,0.81,feature,127.91,success,0.2558
build_01995,2025-10-03T11:35:17.543926,11,4,4371.12,464,145,34,16,8,0.589,feature,277.75,success,2.0368
build_01996,2025-09-05T09:35:17.543926,9,4,567.92,1283,69,35,8,8,0.822,release,161.75,success,0.647
build_01997,2025-08-14T13:35:17.543926,13,3,1910.25,725,74,34,4,16,0.747,feature,195.68,success,0.587
build_01998,2025-11-22T05:35:17.543926,5,5,2302.51,261,214,59,4,4,0.848,feature,233.13,success,0.4663
build_01999,2025-10-19T08:35:17.543926,8,6,20467.3,264,131,47,4,16,0.657,main,1166.7,success,3.5001
build_02000,2026-01-16T20:35:17.543926,20,4,2667.0,480,143,29,2,4,0.593,feature,294.76,failed,0.3439
build_02001,2025-09-20T15:35:17.543926,15,5,3565.73,85,24,44,2,4,0.72,release,439.45,success,0.5127
build_02002,2025-08-17T06:35:17.543926,6,6,329.34,736,338,52,2,8,0.607,feature,234.99,success,0.3525
build_02003,2025-10-26T23:35:17.543926,23,6,4289.08,112,8,59,4,16,0.516,feature,229.98,success,0.6899
build_02004,2025-10-13T02:35:17.543926,2,0,367.87,1509,741,59,2,8,0.873,feature,422.99,success,0.6345
build_02005,2025-12-31T02:35:17.543926,2,2,555.22,368,532,46,2,16,0.685,release,406.88,success,0.8816
build_02006,2025-07-27T10:35:17.543926,10,6,874.5,1260,34,53,8,4,0.757,feature,141.28,success,0.518
build_02007,2025-12-30T02:35:17.543926,2,1,1290.81,376,428,23,8,8,0.634,hotfix,179.47,failed,0.7179
build_02008,2025-09-16T08:35:17.543926,8,1,303.08,116,511,50,2,4,0.773,feature,332.69,success,0.3881
build_02009,2025-08-20T12:35:17.543926,12,2,20937.03,698,727,50,2,4,0.666,feature,2237.49,success,2.6104
build_02010,2025-08-21T09:35:17.543926,9,3,10907.26,1655,6,42,2,32,0.712,feature,747.32,success,2.6156
build_02011,2025-07-29T09:35:17.543926,9,1,102.46,245,51,37,4,8,0.963,feature,42.98,success,0.1003
build_02012,2025-08-28T10:35:17.543926,10,3,492.14,203,132,50,4,8,0.713,release,161.54,success,0.3769
build_02013,2025-10-21T22:35:17.543926,22,1,251.1,98,1651,44,16,4,0.5,release,969.73,success,6.7881
build_02014,2025-10-11T09:35:17.543926,9,5,3304.5,150,197,45,4,8,0.68,feature,353.46,success,0.8247
build_02015,2025-09-04T17:35:17.543926,17,3,483.51,163,390,34,2,16,0.741,feature,245.82,success,0.5326
build_02016,2025-09-03T00:35:17.543926,0,2,778.95,428,126,53,16,32,0.706,feature,31.35,success,0.2926
build_02017,2025-09-29T15:35:17.543926,15,0,486.23,1371,238,46,16,4,0.851,feature,159.95,success,1.1196
build_02018,2025-11-16T18:35:17.543926,18,6,7712.65,131,101,91,4,8,0.529,feature,473.04,success,1.1038
build_02019,2025-12-21T11:35:17.543926,11,6,1376.21,160,309,34,2,4,0.579,hotfix,324.16,failed,0.3782
build_02020,2025-08-14T13:35:17.543926,13,3,1166.03,1736,427,29,4,16,0.616,feature,310.21,success,0.9306
build_02021,2025-10-12T19:35:17.543926,19,6,199.49,1164,1594,58,16,4,0.924,main,640.74,success,4.4852
build_02022,2025-08-10T17:35:17.543926,17,6,2705.55,53,353,53,2,16,0.754,feature,406.02,success,0.8797
build_02023,2025-10-05T03:35:17.543926,3,6,536.03,159,3224,41,2,8,0.614,feature,2045.36,success,3.068
build_02024,2025-10-31T22:35:17.543926,22,4,959.02,210,186,51,4,4,0.504,main,215.88,success,0.4318
build_02025,2025-10-09T15:35:17.543926,15,3,1361.72,400,266,35,8,4,0.737,release,323.6,success,1.1865
build_02026,2025-11-21T07:35:17.543926,7,4,615.94,244,209,52,2,8,0.783,feature,164.11,success,0.2462
build_02027,2025-09-19T02:35:17.543926,2,4,276.08,901,1391,51,4,4,0.497,feature,881.0,success,1.762
build_02028,2025-12-24T05:35:17.543926,5,2,373.72,503,187,43,2,4,0.809,release,145.04,success,0.1692
build_02029,2025-11-22T09:35:17.543926,9,5,804.24,393,257,71,8,4,0.523,feature,257.62,success,0.9446
build_02030,2025-12-09T15:35:17.543926,15,1,982.97,474,258,47,2,4,0.767,feature,298.28,success,0.348
build_02031,2025-09-19T13:35:17.543926,13,4,767.4,354,270,63,2,8,0.805,feature,267.99,success,0.402
build_02032,2025-12-07T02:35:17.543926,2,6,5187.04,220,403,55,4,4,0.682,feature,695.95,success,1.3919
build_02033,2025-08-03T19:35:17.543926,19,6,191.23,350,2963,51,2,4,0.527,feature,1901.1,success,2.218
build_02034,2025-08-04T16:35:17.543926,16,0,856.42,401,151,34,4,4,0.272,feature,241.16,success,0.4823
build_02035,2025-11-30T09:35:17.543926,9,6,27965.19,24,1370,54,4,32,0.654,feature,1838.37,success,7.9663
build_02036,2025-10-18T10:35:17.543926,10,5,453.87,193,104,38,8,8,0.774,feature,88.86,success,0.3555
build_02037,2025-09-05T13:35:17.543926,13,4,9112.43,177,489,61,2,16,0.652,release,1466.56,success,3.1775
build_02038,2025-11-09T08:35:17.543926,8,6,765.14,327,93,35,8,4,0.359,hotfix,111.78,success,0.4099
build_02039,2025-09-21T06:35:17.543926,6,6,1585.98,472,15,61,8,16,0.493,feature,78.62,success,0.3669
build_02040,2025-11-14T06:35:17.543926,6,4,1087.76,409,494,61,4,8,0.722,hotfix,227.86,success,0.5317
build_02041,2026-01-15T11:35:17.543926,11,3,70.58,1036,102,48,2,8,0.746,feature,125.2,success,0.1878
build_02042,2025-12-16T08:35:17.543926,8,1,284.95,68,153,49,8,4,0.717,feature,101.88,success,0.3736
build_02043,2025-10-04T01:35:17.543926,1,5,650.04,453,532,31,2,16,0.437,feature,329.52,success,0.714
build_02044,2025-12-26T01:35:17.543926,1,4,177.03,469,333,45,2,4,0.924,main,247.34,success,0.2886
build_02045,2025-08-14T19:35:17.543926,19,3,451.2,1173,227,29,2,16,0.665,main,187.91,success,0.4071
build_02046,2025-11-24T09:35:17.543926,9,0,11745.46,497,193,59,16,32,0.8,hotfix,151.82,success,1.417
build_02047,2025-11-19T05:35:17.543926,5,2,1944.6,1471,180,43,4,32,0.709,main,145.42,success,0.6302
build_02048,2025-11-07T02:35:17.543926,2,4,250.44,632,56,28,2,8,0.957,feature,53.55,success,0.0803
build_02049,2025-12-17T18:35:17.543926,18,2,2130.86,583,304,46,2,4,0.789,feature,273.94,failed,0.3196
build_02050,2025-09-02T06:35:17.543926,6,1,321.87,540,45,58,16,16,0.696,feature,23.24,success,0.1859
build_02051,2025-09-07T07:35:17.543926,7,6,1441.15,361,693,28,8,32,0.599,feature,177.63,success,1.0658
build_02052,2025-09-05T16:35:17.543926,16,4,523.23,357,218,69,4,4,0.968,main,249.93,success,0.4999
build_02053,2025-09-29T20:35:17.543926,20,0,2263.65,610,175,67,4,8,0.79,feature,224.99,success,0.525
build_02054,2025-07-30T13:35:17.543926,13,2,1704.15,281,170,30,2,8,0.524,main,359.78,success,0.5397
build_02055,2026-01-17T11:35:17.543926,11,5,2245.71,271,1119,48,2,16,0.682,release,1183.48,success,2.5642
build_02056,2025-10-13T23:35:17.543926,23,0,847.0,122,39,49,2,8,0.548,main,104.97,success,0.1575
build_02057,2025-08-29T09:35:17.543926,9,4,614.42,121,63,28,4,4,0.8,main,131.06,success,0.2621
build_02058,2025-11-27T17:35:17.543926,17,3,663.8,147,1714,51,4,16,0.879,release,1066.96,success,3.2009
build_02059,2026-01-10T21:35:17.543926,21,5,266.0,1379,468,26,2,16,0.362,feature,288.25,success,0.6245
build_02060,2025-12-28T10:35:17.543926,10,6,3273.36,768,30,60,8,8,0.632,release,346.97,success,1.3879
build_02061,2025-10-04T03:35:17.543926,3,5,4871.96,153,239,40,16,4,0.776,feature,395.13,success,2.7659
build_02062,2025-11-02T03:35:17.543926,3,6,217.4,402,18,49,4,32,0.622,main,22.63,success,0.0981
build_02063,2025-10-25T04:35:17.543926,4,5,2257.95,728,2745,42,8,8,0.773,feature,1244.33,success,4.9773
build_02064,2025-12-07T17:35:17.543926,17,6,1062.37,673,172,53,4,16,0.732,hotfix,117.5,success,0.3525
build_02065,2025-07-25T04:35:17.543926,4,4,612.77,111,254,59,2,16,0.923,main,191.08,success,0.414
build_02066,2025-10-19T17:35:17.543926,17,6,190.18,420,42,40,2,16,0.71,hotfix,60.35,success,0.1308
build_02067,2025-10-06T20:35:17.543926,20,0,231.31,347,734,16,4,8,0.816,feature,282.74,success,0.6597
build_02068,2025-11-07T11:35:17.543926,11,4,12586.75,157,41,47,2,4,0.844,hotfix,998.65,success,1.1651
build_02069,2025-12-17T04:35:17.543926,4,2,460.57,3891,866,57,2,16,0.28,feature,599.58,success,1.2991
build_02070,2026-01-11T17:35:17.543926,17,6,1919.85,307,103,48,4,8,0.921,feature,168.64,success,0.3935
build_02071,2025-12-13T17:35:17.543926,17,5,130.41,55,355,62,2,8,0.692,feature,281.49,success,0.4222
build_02072,2025-08-31T20:35:17.543926,20,6,376.99,485,161,56,8,32,0.918,feature,29.55,success,0.1773
build_02073,2025-12-31T09:35:17.543926,9,2,3261.66,157,94,31,2,8,0.963,feature,255.1,success,0.3826
build_02074,2025-12-13T16:35:17.543926,16,5,339.31,671,154,46,4,4,0.652,feature,164.72,success,0.3294
build_02075,2025-11-01T15:35:17.543926,15,5,450.18,407,1041,41,2,4,0.717,feature,725.32,success,0.8462
build_02076,2025-08-08T19:35:17.543926,19,4,472.3,209,312,64,16,8,0.876,feature,86.84,success,0.6368
build_02077,2025-12-30T08:35:17.543926,8,1,3013.43,603,62,53,2,4,0.832,main,310.79,failed,0.3626
build_02078,2025-11-01T08:35:17.543926,8,5,1983.28,227,98,51,2,8,0.78,main,182.5,success,0.2738
build_02079,2025-12-22T21:35:17.543926,21,0,683.16,214,17,54,8,16,0.529,release,51.23,success,0.2391
build_02080,2025-11-05T12:35:17.543926,12,2,30.15,73,138,28,2,4,0.593,feature,141.79,success,0.1654
build_02081,2025-11-27T04:35:17.543926,4,3,82.05,223,91,67,2,8,0.809,feature,65.83,success,0.0987
build_02082,2025-10-20T18:35:17.543926,18,0,98.91,1490,33,40,2,16,0.839,feature,64.75,success,0.1403
build_02083,2025-11-03T02:35:17.543926,2,0,3737.14,119,906,45,2,4,0.648,feature,831.53,success,0.9701
build_02084,2025-11-12T19:35:17.543926,19,2,1757.48,163,65,52,2,8,0.944,feature,111.68,success,0.1675
build_02085,2025-11-28T18:35:17.543926,18,4,339.66,781,21,47,8,8,0.643,feature,45.49,success,0.182
build_02086,2025-10-21T20:35:17.543926,20,1,2960.94,1364,54,36,2,4,0.633,hotfix,229.58,success,0.2678
build_02087,2025-09-09T10:35:17.543926,10,1,1455.88,564,55,65,2,16,0.817,feature,146.3,success,0.317
build_02088,2025-11-07T04:35:17.543926,4,4,5139.32,608,262,43,4,8,0.684,feature,407.93,success,0.9518
build_02089,2025-09-20T14:35:17.543926,14,5,284.45,578,170,59,4,8,0.718,main,176.17,success,0.4111
build_02090,2025-11-29T06:35:17.543926,6,5,1196.6,339,34,50,2,32,0.567,main,117.05,success,0.4097
build_02091,2025-08-31T06:35:17.543926,6,6,15822.26,4462,54,45,4,4,0.716,feature,1240.25,success,2.4805
build_02092,2025-08-14T11:35:17.543926,11,3,232.24,745,89,45,8,4,0.604,main,119.24,success,0.4372
build_02093,2025-11-11T18:35:17.543926,18,1,679.99,238,189,31,2,4,0.564,main,192.04,failed,0.224
build_02094,2025-12-12T06:35:17.543926,6,4,8510.71,81,214,51,2,4,0.916,main,705.93,success,0.8236
build_02095,2025-11-29T07:35:17.543926,7,5,1321.92,706,181,31,4,16,0.9,feature,122.47,success,0.3674
build_02096,2026-01-15T13:35:17.543926,13,3,3759.77,405,634,41,2,4,0.65,feature,594.96,success,0.6941
build_02097,2025-10-09T19:35:17.543926,19,3,27626.66,302,118,43,4,8,0.887,hotfix,1230.68,success,2.8716
build_02098,2025-12-14T17:35:17.543926,17,6,647.38,3347,659,38,8,4,0.721,feature,573.67,success,2.1035
build_02099,2025-12-12T00:35:17.543926,0,4,16534.81,462,50,31,4,8,0.743,feature,985.97,success,2.3006
build_02100,2025-08-20T01:35:17.543926,1,2,2391.13,370,185,35,16,16,0.637,release,98.4,success,0.7872
build_02101,2025-11-17T17:35:17.543926,17,0,1445.71,791,50,67,2,8,0.942,feature,154.75,success,0.2321
build_02102,2026-01-18T23:35:17.543926,23,6,165746.04,831,327,34,8,8,0.549,feature,8768.36,success,35.0735
build_02103,2025-09-27T14:35:17.543926,14,5,106.33,2821,305,42,4,4,0.819,feature,376.92,failed,0.7538
build_02104,2025-11-08T00:35:17.543926,0,5,400.76,262,435,50,2,4,0.802,feature,268.03,success,0.3127
build_02105,2025-12-24T12:35:17.543926,12,2,7914.53,263,740,58,4,16,0.889,release,1171.59,success,3.5148
build_02106,2026-01-05T11:35:17.543926,11,0,7788.83,124,113,43,2,4,0.871,release,979.85,success,1.1432
build_02107,2025-08-24T15:35:17.543926,15,6,950.5,1084,10,28,4,4,0.858,hotfix,105.95,success,0.2119
build_02108,2025-12-02T15:35:17.543926,15,1,422.45,353,40,32,16,4,0.776,main,65.96,success,0.4617
build_02109,2025-08-09T17:35:17.543926,17,5,11886.44,1274,7,53,4,4,0.836,feature,1146.52,success,2.293
build_02110,2025-09-25T03:35:17.543926,3,3,889.34,658,50,38,4,16,0.741,release,95.22,success,0.2857
build_02111,2025-09-16T04:35:17.543926,4,1,3367.96,410,415,60,4,4,0.83,main,450.43,failed,0.9009
build_02112,2025-10-02T04:35:17.543926,4,3,13320.03,336,60,37,4,32,0.656,feature,432.77,success,1.8753
build_02113,2025-09-20T01:35:17.543926,1,5,3727.67,617,82,31,16,8,0.674,feature,172.48,success,1.2649
build_02114,2025-11-17T04:35:17.543926,4,0,4861.1,125,177,40,2,8,0.831,feature,369.01,success,0.5535
build_02115,2025-12-22T23:35:17.543926,23,0,1156.89,65,1134,44,8,32,0.692,main,225.28,success,1.3517
build_02116,2025-10-15T09:35:17.543926,9,2,2772.67,974,100,39,2,32,0.545,feature,295.25,success,1.0334
build_02117,2025-10-18T04:35:17.543926,4,5,369.25,353,1366,38,8,4,0.634,feature,713.14,success,2.6149
build_02118,2025-11-06T18:35:17.543926,18,3,1263.73,811,151,26,2,8,0.942,feature,171.77,success,0.2577
build_02119,2025-11-29T10:35:17.543926,10,5,4489.23,363,160,41,2,4,0.815,feature,489.01,success,0.5705
build_02120,2025-12-06T06:35:17.543926,6,5,4101.33,154,235,36,16,4,0.73,feature,271.99,success,1.9039
build_02121,2025-12-16T06:35:17.543926,6,1,209.56,1172,265,46,4,4,0.627,main,247.98,success,0.496
build_02122,2025-12-31T12:35:17.543926,12,2,1312.76,147,243,53,2,16,0.853,feature,211.77,success,0.4588
build_02123,2025-08-11T13:35:17.543926,13,0,1326.09,499,2413,75,4,8,0.843,main,1872.55,success,4.3693
build_02124,2025-10-16T08:35:17.543926,8,3,412.06,323,98,44,4,16,0.839,release,85.74,success,0.2572
build_02125,2025-11-01T13:35:17.543926,13,5,395.62,547,364,34,8,4,0.965,hotfix,146.02,success,0.5354
build_02126,2025-11-24T11:35:17.543926,11,0,855.25,2371,115,65,4,8,0.632,feature,238.02,success,0.5554
build_02127,2025-08-10T21:35:17.543926,21,6,13315.09,335,66,50,16,16,0.708,feature,331.18,success,2.6495
build_02128,2026-01-05T07:35:17.543926,7,0,278.21,472,69,36,2,8,0.765,main,91.34,success,0.137
build_02129,2025-09-24T22:35:17.543926,22,2,23574.48,163,465,35,2,8,0.926,main,1854.18,success,2.7813
build_02130,2026-01-02T08:35:17.543926,8,4,1383.22,148,44,40,2,16,0.707,feature,128.51,success,0.2784
build_02131,2025-08-18T20:35:17.543926,20,0,41797.89,358,712,32,2,8,0.774,feature,2789.25,success,4.1839
build_02132,2026-01-07T21:35:17.543926,21,2,3389.6,489,439,38,8,16,0.651,feature,250.14,success,1.1673
build_02133,2026-01-07T19:35:17.543926,19,2,1415.46,1615,243,53,4,4,0.636,feature,345.83,success,0.6917
build_02134,2025-08-19T08:35:17.543926,8,1,3998.81,142,32,44,4,16,0.778,main,215.69,success,0.6471
build_02135,2026-01-01T17:35:17.543926,17,3,813.02,2073,103,46,2,8,0.867,release,313.74,success,0.4706
build_02136,2025-09-19T00:35:17.543926,0,4,7925.22,96,97,47,2,16,0.542,feature,485.86,success,1.0527
build_02137,2025-10-08T06:35:17.543926,6,2,25519.98,816,466,38,4,4,0.654,hotfix,1512.46,failed,3.0249
build_02138,2025-08-27T21:35:17.543926,21,2,13135.46,1143,83,41,4,4,0.863,feature,766.85,failed,1.5337
build_02139,2025-08-11T14:35:17.543926,14,0,5060.63,245,897,46,2,16,0.931,feature,847.63,failed,1.8365
build_02140,2025-12-18T19:35:17.543926,19,3,496.7,1855,202,37,16,16,0.831,release,77.3,success,0.6184
build_02141,2025-11-06T05:35:17.543926,5,3,4594.84,2756,54,35,8,16,0.717,feature,205.33,success,0.9582
build_02142,2025-12-31T11:35:17.543926,11,2,290.04,654,679,47,4,8,0.876,feature,344.58,success,0.804
build_02143,2025-12-21T23:35:17.543926,23,6,2676.77,145,16,57,8,8,0.768,main,175.8,success,0.7032
build_02144,2025-12-27T21:35:17.543926,21,5,1778.79,315,675,35,16,4,0.591,main,359.87,failed,2.5191
build_02145,2025-12-10T10:35:17.543926,10,2,168.82,95,80,62,2,4,0.743,main,114.25,success,0.1333
build_02146,2025-08-02T17:35:17.543926,17,5,367.58,930,413,39,8,8,0.598,feature,278.89,success,1.1156
build_02147,2025-10-14T13:35:17.543926,13,1,1688.71,1045,293,26,16,16,0.581,release,158.78,success,1.2703
build_02148,2026-01-17T03:35:17.543926,3,5,8871.1,1414,191,39,2,32,0.818,feature,470.04,success,1.6451
build_02149,2025-11-08T17:35:17.543926,17,5,696.31,181,85,49,2,4,0.795,feature,127.15,success,0.1483
build_02150,2025-11-19T09:35:17.543926,9,2,430.46,1440,35,53,4,8,0.766,feature,114.36,success,0.2668
build_02151,2025-08-30T14:35:17.543926,14,5,1414.14,332,92,58,16,8,0.678,release,106.62,success,0.7818
build_02152,2025-12-15T09:35:17.543926,9,0,1568.45,1139,184,54,2,8,0.532,feature,285.35,success,0.428
build_02153,2025-12-02T18:35:17.543926,18,1,592.38,280,47,67,2,4,0.578,main,111.45,success,0.13
build_02154,2025-10-04T03:35:17.543926,3,5,526.6,502,49,55,8,16,0.361,main,57.62,success,0.2689
build_02155,2025-11-27T23:35:17.543926,23,3,1201.04,58,1133,43,4,4,0.852,main,652.82,success,1.3056
build_02156,2026-01-19T08:35:17.543926,8,0,566.33,366,750,37,2,4,0.592,feature,484.99,failed,0.5658
build_02157,2025-11-13T05:35:17.543926,5,3,9196.3,785,315,58,8,4,0.604,feature,701.62,success,2.5726
build_02158,2025-08-22T11:35:17.543926,11,4,454.32,620,309,39,4,8,0.871,feature,208.32,success,0.4861
build_02159,2025-07-27T19:35:17.543926,19,6,461.34,307,370,40,8,16,0.802,hotfix,75.22,success,0.351
build_02160,2026-01-01T21:35:17.543926,21,3,4847.8,157,699,48,4,8,0.693,feature,558.78,success,1.3038
build_02161,2025-11-14T00:35:17.543926,0,4,243.21,1170,13,37,8,8,0.654,release,62.13,success,0.2485
build_02162,2025-12-17T20:35:17.543926,20,2,58.5,1409,37,53,2,4,0.759,main,100.39,success,0.1171
build_02163,2025-12-11T11:35:17.543926,11,3,3532.46,44,42,29,8,32,0.515,feature,119.42,success,0.7165
build_02164,2025-10-07T12:35:17.543926,12,1,413.73,229,242,49,4,16,0.968,release,173.97,success,0.5219
build_02165,2025-10-16T11:35:17.543926,11,3,3318.11,81,1107,39,16,8,0.599,feature,606.54,success,4.448
build_02166,2025-11-09T22:35:17.543926,22,6,627.55,470,6,48,8,4,0.638,feature,46.54,success,0.1706
build_02167,2025-10-11T03:35:17.543926,3,5,23.02,83,89,34,4,32,0.841,feature,23.57,success,0.1022
build_02168,2025-10-07T03:35:17.543926,3,1,3160.49,460,46,58,4,32,0.661,hotfix,119.53,success,0.518
build_02169,2025-10-24T20:35:17.543926,20,4,2005.24,791,15,34,4,8,0.668,feature,133.33,success,0.3111
build_02170,2025-11-22T09:35:17.543926,9,5,2711.7,692,148,36,4,16,0.932,feature,243.51,success,0.7305
build_02171,2025-12-11T02:35:17.543926,2,3,3337.42,700,295,48,16,16,0.663,release,169.75,success,1.358
build_02172,2025-07-24T21:35:17.543926,21,3,18312.68,148,61,39,4,4,0.891,feature,1006.43,success,2.0129
build_02173,2025-11-12T20:35:17.543926,20,2,230.54,1100,15,67,8,8,0.548,feature,47.56,success,0.1902
build_02174,2025-10-01T05:35:17.543926,5,2,167.1,157,200,38,2,8,0.69,hotfix,96.54,success,0.1448
build_02175,2025-12-26T02:35:17.543926,2,4,1072.85,167,797,45,2,4,0.84,feature,442.75,success,0.5165
build_02176,2025-10-24T14:35:17.543926,14,4,444.25,223,75,32,2,4,0.681,main,145.34,success,0.1696
build_02177,2025-09-27T12:35:17.543926,12,5,2222.74,267,131,41,4,8,0.667,feature,236.66,success,0.5522
build_02178,2025-10-19T19:35:17.543926,19,6,955.64,437,491,36,2,4,0.806,main,433.07,failed,0.5053
build_02179,2025-09-25T11:35:17.543926,11,3,995.56,414,216,53,4,8,0.734,hotfix,172.1,success,0.4016
build_02180,2026-01-15T20:35:17.543926,20,3,312.8,279,171,52,2,8,0.669,feature,116.57,success,0.1749
build_02181,2025-10-06T05:35:17.543926,5,0,332.53,400,68,34,2,4,0.815,release,95.57,success,0.1115
build_02182,2025-11-04T02:35:17.543926,2,1,3841.21,258,297,34,2,8,0.798,feature,401.44,success,0.6022
build_02183,2025-08-19T04:35:17.543926,4,1,373.22,1158,163,33,16,4,0.885,release,147.22,success,1.0305
build_02184,2025-07-30T12:35:17.543926,12,2,70.7,918,63,44,4,8,0.66,hotfix,77.94,success,0.1819
build_02185,2026-01-15T04:35:17.543926,4,3,68.49,232,266,48,4,16,0.839,feature,104.53,failed,0.3136
build_02186,2025-08-10T13:35:17.543926,13,6,6829.43,620,989,49,4,4,0.686,release,1691.15,success,3.3823
build_02187,2025-08-14T21:35:17.543926,21,3,10243.21,93,45,28,2,4,0.766,feature,797.48,success,0.9304
build_02188,2025-09-16T03:35:17.543926,3,1,2330.9,769,620,38,4,8,0.458,feature,519.44,success,1.212
build_02189,2025-09-02T18:35:17.543926,18,1,6546.94,125,1422,45,8,8,0.961,feature,763.18,success,3.0527
build_02190,2025-12-30T12:35:17.543926,12,1,1519.09,228,161,48,2,8,0.803,feature,247.5,success,0.3712
build_02191,2025-11-21T10:35:17.543926,10,4,3924.63,923,215,75,8,4,0.835,feature,431.6,success,1.5825
build_02192,2025-07-28T22:35:17.543926,22,0,4477.37,197,737,63,2,4,0.639,feature,733.74,success,0.856
build_02193,2025-11-06T23:35:17.543926,23,3,762.77,549,36,32,8,4,0.709,hotfix,64.58,success,0.2368
build_02194,2025-08-10T17:35:17.543926,17,6,1093.23,1152,1350,53,2,4,0.828,feature,958.23,success,1.1179
build_02195,2025-08-18T22:35:17.543926,22,0,9831.97,1096,75,35,4,4,0.751,feature,667.59,failed,1.3352
build_02196,2025-09-19T02:35:17.543926,2,4,420.1,369,102,75,2,8,0.769,feature,105.3,success,0.158
build_02197,2025-08-17T04:35:17.543926,4,6,209.38,2816,106,40,2,8,0.874,feature,140.42,success,0.2106
build_02198,2025-07-28T20:35:17.543926,20,0,222.85,611,2729,59,8,4,0.336,release,2005.33,success,7.3529
build_02199,2025-10-11T07:35:17.543926,7,5,961.42,1006,24,42,2,16,0.82,feature,82.76,success,0.1793
build_02200,2025-09-06T18:35:17.543926,18,5,1388.78,401,219,42,2,16,0.843,feature,194.73,success,0.4219
build_02201,2025-08-09T06:35:17.543926,6,5,1727.27,195,12,67,4,8,0.539,main,152.56,success,0.356
build_02202,2025-12-21T02:35:17.543926,2,6,6369.62,233,1114,27,2,16,0.844,feature,734.72,success,1.5919
build_02203,2025-10-16T06:35:17.543926,6,3,1758.81,533,265,53,2,32,0.859,hotfix,157.92,success,0.5527
build_02204,2025-08-11T01:35:17.543926,1,0,762.41,959,156,59,4,8,0.493,release,223.39,success,0.5212
build_02205,2025-11-09T07:35:17.543926,7,6,777.08,372,85,36,16,4,0.551,main,102.02,success,0.7141
build_02206,2026-01-07T03:35:17.543926,3,2,432.59,156,70,40,8,16,0.971,feature,35.86,success,0.1673
build_02207,2026-01-14T18:35:17.543926,18,2,2341.36,172,13,45,4,16,0.673,feature,108.21,success,0.3246
build_02208,2025-12-15T01:35:17.543926,1,0,1139.8,630,196,40,16,8,0.78,feature,88.91,success,0.652
build_02209,2025-09-20T08:35:17.543926,8,5,1396.55,248,540,53,2,32,0.578,feature,311.94,success,1.0918
build_02210,2025-11-29T03:35:17.543926,3,5,52.23,1002,108,40,2,4,0.755,release,132.03,success,0.154
build_02211,2025-11-11T00:35:17.543926,0,1,5777.7,750,39,71,2,4,0.612,feature,432.34,failed,0.5044
build_02212,2025-09-13T12:35:17.543926,12,5,269.19,362,342,47,4,32,0.857,feature,127.51,success,0.5525
build_02213,2025-11-15T10:35:17.543926,10,5,1073.45,334,152,39,8,4,0.81,hotfix,151.63,failed,0.556
build_02214,2026-01-17T18:35:17.543926,18,5,2246.69,201,527,36,4,4,0.838,main,431.73,success,0.8635
build_02215,2025-09-01T21:35:17.543926,21,0,4364.34,134,106,22,16,4,0.934,feature,209.25,failed,1.4648
build_02216,2025-11-08T17:35:17.543926,17,5,400.98,165,48,19,8,8,0.833,main,60.51,success,0.242
